Image+AF8-Name,DOMAIN,REP,xx,yy,R,G,B,Y
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,288,120,122,21,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,224,75,99,21,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,224,45,57,9,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,160,48,61,17,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,416,83,93,41,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,352,95,104,39,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,96,50,60,10,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,160,79,90,32,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,96,117,131,54,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,352,110,121,42,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,160,66,68,18,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,352,158,155,58,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,480,56,78,14,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,352,35,54,9,1
16+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,32,56,82,11,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,224,41,40,9,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,288,105,71,33,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,288,60,58,19,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,160,218,192,105,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,224,35,38,11,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,288,30,33,2,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,352,57,60,31,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,32,156,149,42,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,352,226,203,123,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,480,56,56,20,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,96,160,153,46,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,32,118,97,42,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,32,169,159,46,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,160,73,69,21,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,96,186,162,56,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,416,228,203,121,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,96,173,142,59,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,160,126,141,58,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,32,161,128,47,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,352,102,103,27,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,32,55,63,12,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,480,227,203,129,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,416,67,82,27,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,160,209,181,98,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,96,220,194,117,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,224,59,59,25,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,288,53,58,18,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,480,210,166,103,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,352,108,80,33,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,160,87,99,35,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,32,141,136,42,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,352,33,24,15,2
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,352,17,17,7,2
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,416,39,30,21,2
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,224,56,43,27,2
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,224,45,33,21,2
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,480,36,21,14,2
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,480,52,40,24,2
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,480,126,83,49,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,480,70,73,26,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,96,70,75,19,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,224,43,53,19,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,288,101,107,33,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,352,211,187,115,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,416,211,188,118,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,416,225,203,145,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,352,224,68,70,23,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,96,93,87,37,1
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,352,160,134,104,66,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,32,197,174,96,0
17+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,96,223,202,135,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,416,155,138,50,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,224,211,166,127,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,96,127,110,40,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,288,226,198,91,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,288,221,187,98,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,480,54,51,6,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,96,220,200,103,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,352,191,136,71,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,160,208,186,101,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,32,219,195,95,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,160,215,197,99,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,224,180,142,69,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,96,221,180,88,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,32,202,192,97,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,224,212,157,118,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,224,215,184,78,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,288,203,175,68,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,160,191,168,66,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,96,99,79,18,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,224,72,56,43,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,160,211,179,76,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,480,114,86,23,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,32,231,204,115,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,96,208,181,74,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,288,178,156,96,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,160,171,135,61,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,352,51,43,32,2
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,416,61,52,37,2
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,224,152,116,90,2
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,352,98,101,56,2
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,288,85,67,57,2
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,416,64,55,48,2
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,224,210,181,137,2
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,352,169,128,100,2
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,160,222,190,149,2
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,416,124,97,68,2
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,288,64,53,51,2
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,96,131,124,56,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,224,199,194,90,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,288,212,183,89,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,160,202,189,75,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,160,204,180,120,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,480,139,133,45,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,480,107,97,38,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,480,190,183,105,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,416,78,79,13,1
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,416,416,72,59,14,0
18+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,352,96,160,116,77,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,160,166,117,84,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,416,186,138,98,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,224,176,137,98,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,352,59,41,29,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,32,101,75,60,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,96,91,51,39,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,288,181,137,90,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,416,183,129,69,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,352,199,143,56,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,288,156,119,101,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,32,105,111,73,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,224,143,125,103,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,288,188,172,121,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,480,178,156,119,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,352,78,68,56,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,352,193,157,135,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,480,82,68,57,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,32,113,78,82,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,416,138,129,90,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,352,89,75,64,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,96,111,98,81,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,32,184,157,112,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,224,216,187,145,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,480,104,94,82,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,416,133,114,100,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,288,207,177,141,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,416,148,119,115,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,352,169,155,120,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,480,172,138,100,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,160,81,65,66,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,224,100,83,67,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,480,99,77,63,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,96,181,159,112,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,160,212,181,150,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,480,154,128,101,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,224,178,159,127,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,32,137,141,82,2
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,416,176,135,103,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,96,159,121,72,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,32,124,92,67,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,160,145,100,81,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,224,131,111,87,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,288,117,82,44,0
19+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,160,480,190,143,115,0
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,224,144,146,73,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,480,62,74,10,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,32,233,222,166,0
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,160,167,136,131,0
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,416,123,109,48,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,160,100,99,32,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,96,106,97,32,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,288,117,99,33,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,224,237,219,173,0
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,96,63,82,3,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,96,218,193,153,0
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,416,87,96,43,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,352,107,105,57,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,288,250,232,222,0
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,288,192,166,117,0
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,352,168,126,114,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,96,119,93,76,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,32,95,107,25,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,480,103,116,8,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,224,145,119,82,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,352,92,100,40,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,416,112,115,58,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,352,139,124,103,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,288,174,157,111,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,352,148,141,97,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,224,216,201,182,0
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,480,120,116,81,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,288,136,113,71,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,416,160,197,172,142,0
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,352,32,169,146,96,0
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,96,99,88,42,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,160,168,157,103,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,224,224,146,146,96,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,480,96,100,65,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,352,224,113,115,40,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,288,208,194,145,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,288,96,199,171,159,0
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,416,131,135,51,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,32,288,128,113,54,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,480,224,157,131,82,1
2+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,96,96,100,106,42,1
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,96,53,68,3,1
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,96,194,170,18,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,480,177,181,96,1
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,416,234,200,162,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,160,255,247,215,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,480,224,254,231,177,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,224,153,122,67,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,32,480,185,138,68,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,480,128,115,10,1
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,352,243,203,116,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,352,175,133,57,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,352,32,226,230,146,1
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,288,160,255,221,159,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,416,224,109,63,3,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,224,112,102,7,1
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,32,149,147,73,1
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,416,163,87,25,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,288,170,164,80,1
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,224,96,148,110,63,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,96,160,183,136,48,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TEST,160,352,179,144,63,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,403,76,255,247,135,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,373,487,115,69,17,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,135,116,128,72,21,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,230,475,117,67,18,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,144,48,123,65,15,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,358,359,114,63,18,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,141,138,146,93,23,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,196,228,242,162,99,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,100,441,141,86,29,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,487,8,225,201,115,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,154,410,116,64,16,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,54,482,138,86,28,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,81,423,151,92,32,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,86,447,249,231,165,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,373,124,117,71,21,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,244,214,238,152,93,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,123,243,84,40,5,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,179,496,255,176,101,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,368,333,253,233,172,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,101,188,236,148,100,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,301,217,232,147,93,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,243,412,152,101,38,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,347,150,245,194,151,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,343,273,135,89,30,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,369,292,231,186,145,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,85,495,249,212,167,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,451,206,252,236,176,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,280,29,73,90,10,1
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,91,27,84,40,3,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,114,280,244,187,97,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,242,488,152,130,47,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,219,431,186,184,84,1
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,507,456,138,151,72,1
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,467,272,169,176,96,1
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,411,250,141,96,28,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,79,51,145,126,49,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,264,252,144,87,18,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,458,55,143,92,26,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,439,275,220,187,94,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,144,103,196,205,114,1
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,81,353,131,72,16,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,425,281,138,82,21,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,230,315,146,124,48,0
20+AF8-Selec+AC0-100+AC0-dhp+AC0-round2,P2S2,TRAIN,199,46,138,93,26,0
